,question,answer,question_id
85,交易所对退市整理期股票有哪些特殊的市场监控措施吗,股票退市整理期间，上交所、深交所都会公布其当日买入、卖出金额最大的5家会员证券营业部的名称及其各自的买入、卖出金额。,85
86,什么时候可以得知股票被实行风险警示,交易所规定上市公司应在股票交易实行风险警示之前1个交易日发布股票被实行风险警示的公告。,86
87,风险警示股票能采用哪些委托方式,上海市场的风险警示股票只能采用限价委托的交易方式。,87
88,如何取消沪深退市整理股票交易权限,取消沪深退市整理股票交易权限建议去开户营业部柜台办理，如果不方便去开户营业部，请联系开户营业部确认是否支持异地办理。,88
89,客户在我司营业部开立了两个账户，是否只能选择其中一个账户签署上海风险警示协议书，交易上海风险警示板的股票,是的，同一客户（同一证件号码）只能选择一个证券账户开通上海风险警示股票交易权限。,89
90,买卖哪些股票需要签署风险警示股票风险揭示书,目前买卖沪A、沪B的风险警示股票（ST及*ST股）需要签署风险警示股票风险揭示书。注意，买卖深圳市场的风险警示股票无需签署风险警示股票风险揭示书。,90
91,新三板限售股转让时，如何缴纳个人所得税,新三板限售股转让缴纳个人所得税，由于中登公司不将此数据发送给证券公司，证券公司无代扣代缴义务。需客户自行咨询当地的地方税务局。具体的扣税标准也是由地方税务局规定的。,91
92,限售股解禁之前，因分红获得的送转股卖出时需要缴个人所得税吗,限售期内，限售股份因权益分派等原因孳生的送转股，股份性质仍为限售股份，卖出需要纳个人所得税。 如果是解禁后产生的送转股则不需要扣个人所得税。,92
93,个人持有的上市公司限售股取得股息红利如何扣税,对个人持有的上市公司限售股，解禁前取得的股息红利继续暂减按50%计入应纳税所得额，适用20%的税率计征个人所得税。解禁后取得的股息红利，持股时间自解禁日起计算，持股期限在1个月以内（含1个月）的，其股息红利所得全额计入应纳税所得额；持股期限在1个月以上至1年（含1年）的，暂减按50%计入应纳税所得额；持股期限在1年以上的，暂减按25%计入应纳税所得额；上述所得统一适用20%的税率计征个人所得税。,93
94,对限售股转让应纳税所得额存在质疑时怎么处理,纳税人按照实际转让收入与实际成本计算出的应纳税额，与证券机构预扣预缴税额有差异的，纳税人应自证券机构代扣并解缴税款的次月1日起3个月内，持加盖证券机构印章的交易记录和相关完整、真实凭证，向主管税务机关提出清算申报并办理清算事宜。主管税务机关审核确认后，按照重新计算的应纳税额，办理退（补）税手续。纳税人在规定期限内未到主管税务机关办理清算事宜的，税务机关不再办理清算事宜，已预扣预缴的税款从纳税保证金账户全额缴入国库。,94
95,什么是基金定投,基金定投是定期定额投资基金的简称，是指在固定的时间（如每月15号）以固定的金额（如每月1000元）投资到指定的开放式基金中，类似于银行的零存整取方式。,95
96,限售股的哪些个人转让行为需缴纳所得税,"限售股在解禁前被多次转让的，转让方对每一次转让所得均应按规定缴纳个人所得税。同时，对具有下列情形，应按规定征收个人所得税：
（1）个人通过证券交易所集中交易系统或大宗交易系统转让限售股；
（2）个人用限售股认购或申购交易型开放式指数基金（ETF）份额；
（3）个人用限售股接受要约收购；
（4）个人行使现金选择权将限售股转让给提供现金选择权的第三方；
（5）个人协议转让限售股；
（6）个人持有的限售股被司法扣划；
（7）个人因依法继承或家庭财产分割让渡限售股所有权；
（8）个人用限售股偿还上市公司股权分置改革中由大股东代其向流通股股东支付的对价；
（9）其他具有转让实质的情形。",96
97,转让时需缴纳个人所得税的限售股包括哪些,以下限售股转让时需缴纳个人所得税：（1）股改限售股，即上市公司股权分置改革完成后股票复牌日之前股东所持原非流通股股份，以及股票复牌日至解禁日期间由上述股份孳生的送、转股；（2）新股限售股，即2006年股权分置改革新老划断后，首次公开发行股票并上市的公司形成的限售股，以及上市首日至解禁日期间由上述股份孳生的送、转股；（3）财政部、税务总局、法制办和证监会共同确定的其他限售股。,97
98,企业在限售股解禁前转让限售股的企业所得税有哪些规定,企业在限售股解禁前将其持有的限售股转让给其他企业或个人（以下简称受让方），其企业所得税问题按以下规定处理：（1）企业应按减持在证券登记结算机构登记的限售股取得的全部收入，计入企业当年度应税收入计算纳税。（2）企业持有的限售股在解禁前已签订协议转让给受让方，但未变更股权登记、仍由企业持有的，企业实际减持该限售股取得的收入，依照本条第一项规定纳税后，其余额转付给受让方的，受让方不再纳税。,98
99,企业转让代个人持有的限售股时需要缴税吗,"因股权分置改革造成原由个人出资而由企业代持有的限售股，企业在转让时按以下规定处理：
（1）企业转让上述限售股取得的收入，应作为企业应税收入计算纳税。计算方法与缴纳限售股转让个人所得税的计算方法一致；（2）依法院判决、裁定等原因，通过证券登记结算公司，企业将其代持的个人限售股直接变更到实际所有人名下的，不视同转让限售股。",99
100,限售期内的限售股可否转托管和撤指定,"（1）深市限售股：限售期内的限售股可以变更托管单元的。可以在解除限售之前或之后通过托管券商办理限售股份的转托管，到帐时间和普通转托管一样。投资者可临柜办理，可联系开户营业部详细咨询。
（2）沪市限售股：限售期内的限售股在限售期内可以在所指定的证券公司办理撤销指定交易，并指定别家券商。",100
